Persons Place of Usual Residence,New South Wales,47,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",91
Persons Place of Usual Residence,New South Wales,47,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6200
Persons Place of Usual Residence,New South Wales,47,Total,97934
Persons Place of Usual Residence,New South Wales,48,Not attending,84688
Persons Place of Usual Residence,New South Wales,48,Full-time student,1210
Persons Place of Usual Residence,New South Wales,48,Part-time student,3168
Persons Place of Usual Residence,New South Wales,48,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",61
Persons Place of Usual Residence,New South Wales,48,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6008
Persons Place of Usual Residence,New South Wales,48,Total,95141
Persons Place of Usual Residence,New South Wales,49,Not attending,82717
Persons Place of Usual Residence,New South Wales,49,Full-time student,1070
Persons Place of Usual Residence,New South Wales,49,Part-time student,2870
Persons Place of Usual Residence,New South Wales,49,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",46
Persons Place of Usual Residence,New South Wales,49,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,5890
Persons Place of Usual Residence,New South Wales,49,Total,92594
Persons Place of Usual Residence,New South Wales,50,Not attending,83826
Persons Place of Usual Residence,New South Wales,50,Full-time student,1019
Persons Place of Usual Residence,New South Wales,50,Part-time student,2730
Persons Place of Usual Residence,New South Wales,50,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",58
Persons Place of Usual Residence,New South Wales,50,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6052
Persons Place of Usual Residence,New South Wales,50,Total,93687
Persons Place of Usual Residence,New South Wales,51,Not attending,84132
Persons Place of Usual Residence,New South Wales,51,Full-time student,995
Persons Place of Usual Residence,New South Wales,51,Part-time student,2480
Persons Place of Usual Residence,New South Wales,51,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",67
Persons Place of Usual Residence,New South Wales,51,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,5801
Persons Place of Usual Residence,New South Wales,51,Total,93478
Persons Place of Usual Residence,New South Wales,52,Not attending,88632
Persons Place of Usual Residence,New South Wales,52,Full-time student,955
Persons Place of Usual Residence,New South Wales,52,Part-time student,2483
Persons Place of Usual Residence,New South Wales,52,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",67
Persons Place of Usual Residence,New South Wales,52,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6394
Persons Place of Usual Residence,New South Wales,52,Total,98537
Persons Place of Usual Residence,New South Wales,53,Not attending,90359
Persons Place of Usual Residence,New South Wales,53,Full-time student,987
Persons Place of Usual Residence,New South Wales,53,Part-time student,2374
Persons Place of Usual Residence,New South Wales,53,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",60
Persons Place of Usual Residence,New South Wales,53,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6338
Persons Place of Usual Residence,New South Wales,53,Total,100111
Persons Place of Usual Residence,New South Wales,54,Not attending,90125
Persons Place of Usual Residence,New South Wales,54,Full-time student,873
Persons Place of Usual Residence,New South Wales,54,Part-time student,2212
Persons Place of Usual Residence,New South Wales,54,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",57
Persons Place of Usual Residence,New South Wales,54,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6468
Persons Place of Usual Residence,New South Wales,54,Total,99732
Persons Place of Usual Residence,New South Wales,55,Not attending,89729
Persons Place of Usual Residence,New South Wales,55,Full-time student,823
Persons Place of Usual Residence,New South Wales,55,Part-time student,2028
Persons Place of Usual Residence,New South Wales,55,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",71
Persons Place of Usual Residence,New South Wales,55,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6514
Persons Place of Usual Residence,New South Wales,55,Total,99159
Persons Place of Usual Residence,New South Wales,56,Not attending,86388
Persons Place of Usual Residence,New South Wales,56,Full-time student,712
Persons Place of Usual Residence,New South Wales,56,Part-time student,1842
Persons Place of Usual Residence,New South Wales,56,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",53
Persons Place of Usual Residence,New South Wales,56,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6202
Persons Place of Usual Residence,New South Wales,56,Total,95190
Persons Place of Usual Residence,New South Wales,57,Not attending,84251
Persons Place of Usual Residence,New South Wales,57,Full-time student,663
Persons Place of Usual Residence,New South Wales,57,Part-time student,1636
Persons Place of Usual Residence,New South Wales,57,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",62
Persons Place of Usual Residence,New South Wales,57,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,6099
Persons Place of Usual Residence,New South Wales,57,Total,92711
Persons Place of Usual Residence,New South Wales,58,Not attending,84223
Persons Place of Usual Residence,New South Wales,58,Full-time student,663
Persons Place of Usual Residence,New South Wales,58,Part-time student,1535
Persons Place of Usual Residence,New South Wales,58,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",48
Persons Place of Usual Residence,New South Wales,58,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,5920
Persons Place of Usual Residence,New South Wales,58,Total,92388
Persons Place of Usual Residence,New South Wales,59,Not attending,82178
Persons Place of Usual Residence,New South Wales,59,Full-time student,632
Persons Place of Usual Residence,New South Wales,59,Part-time student,1440
Persons Place of Usual Residence,New South Wales,59,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",50
Persons Place of Usual Residence,New South Wales,59,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,5971
Persons Place of Usual Residence,New South Wales,59,Total,90271
Persons Place of Usual Residence,New South Wales,60,Not attending,80147
Persons Place of Usual Residence,New South Wales,60,Full-time student,584
Persons Place of Usual Residence,New South Wales,60,Part-time student,1228
Persons Place of Usual Residence,New South Wales,60,"Institution (TYPP) stated, full-time/part-time status (STUP) not stated",51
Persons Place of Usual Residence,New South Wales,60,Both not stated - both institution (TYPP) and full-time/part-time status (STUP) not stated,5976
Persons Place of Usual Residence,New South Wales,60,Total,87986
Persons Place of Usual Residence,New South Wales,61,Not attending,78379
Persons Place of Usual Residence,New South Wales,61,Full-time student,499
