DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A45: 45-49,7: Northern Territory,Q: Quarterly,2019-Q4,16595,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A45: 45-49,7: Northern Territory,Q: Quarterly,2020-Q1,16507,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A45: 45-49,7: Northern Territory,Q: Quarterly,2020-Q2,16456,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A45: 45-49,7: Northern Territory,Q: Quarterly,2020-Q3,16372,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A45: 45-49,7: Northern Territory,Q: Quarterly,2020-Q4,16248,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A45: 45-49,7: Northern Territory,Q: Quarterly,2021-Q1,16164,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A45: 45-49,7: Northern Territory,Q: Quarterly,2021-Q2,16028,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A45: 45-49,7: Northern Territory,Q: Quarterly,2021-Q3,16001,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2013-Q4,88388,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2014-Q1,89227,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2014-Q2,90092,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2014-Q3,90764,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2014-Q4,91459,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2015-Q1,92167,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2015-Q2,92889,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2015-Q3,93533,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2015-Q4,94200,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2016-Q1,94839,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2016-Q2,95466,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2016-Q3,95293,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2016-Q4,95139,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2017-Q1,94979,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2017-Q2,94776,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2017-Q3,94923,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2017-Q4,95119,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2018-Q1,95355,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2018-Q2,95596,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2018-Q3,95831,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2018-Q4,96142,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2019-Q1,96390,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2019-Q2,96755,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2019-Q3,97209,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2019-Q4,97765,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2020-Q1,98235,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2020-Q2,98466,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2020-Q3,98696,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2020-Q4,98929,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2021-Q1,99143,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2021-Q2,99442,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,4: South Australia,Q: Quarterly,2021-Q3,99824,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2013-Q4,15632,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2014-Q1,15498,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2014-Q2,15341,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2014-Q3,15311,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2014-Q4,15117,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2015-Q1,14985,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2015-Q2,14968,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2015-Q3,14985,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2015-Q4,14909,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2016-Q1,14892,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2016-Q2,14921,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2016-Q3,15006,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2016-Q4,14962,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2017-Q1,14993,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2017-Q2,15071,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2017-Q3,15084,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2017-Q4,15055,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2018-Q1,15089,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2018-Q2,15123,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2018-Q3,15180,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2018-Q4,15112,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2019-Q1,15094,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2019-Q2,15115,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2019-Q3,15132,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2019-Q4,15033,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2020-Q1,15110,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2020-Q2,15125,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2020-Q3,15198,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2020-Q4,15229,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2021-Q1,15261,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2021-Q2,15242,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,7: Northern Territory,Q: Quarterly,2021-Q3,15225,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2013-Q4,1532454,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2014-Q1,1537932,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2014-Q2,1541431,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2014-Q3,1546586,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2014-Q4,1549299,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2015-Q1,1552004,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2015-Q2,1552567,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2015-Q3,1558634,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2015-Q4,1561785,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2016-Q1,1568311,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2016-Q2,1573626,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2016-Q3,1577356,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2016-Q4,1577814,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2017-Q1,1579155,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2017-Q2,1578994,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2017-Q3,1579170,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2017-Q4,1575657,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2018-Q1,1574721,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2018-Q2,1572293,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2018-Q3,1571817,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2018-Q4,1570061,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2019-Q1,1569565,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2019-Q2,1568205,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2019-Q3,1567355,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2019-Q4,1563346,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2020-Q1,1559401,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2020-Q2,1551913,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2020-Q3,1541815,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2020-Q4,1529742,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2021-Q1,1524587,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2021-Q2,1520875,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,AUS: Australia,Q: Quarterly,2021-Q3,1521384,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2013-Q4,308011,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2014-Q1,308340,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2014-Q2,307460,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2014-Q3,307391,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2014-Q4,306722,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2015-Q1,306767,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2015-Q2,305839,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2015-Q3,306277,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A15: 15-19,3: Queensland,Q: Quarterly,2015-Q4,306161,PSNS: Persons,,
